osm_id,osm_type,lat,lon,name,cuisine,addr_street,addr_housenumber,addr_postcode,addr_city,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair,calle_norm,numero_norm,clave_cruce,distancia_metros,indice_censo,desc_barrio_local,desc_distrito_local,desc_epigrafe,id_seccion_censal_local,metodo_match
2077053473,node,40.4105984,-3.7134164,San Francisco 13,,Carrera de San Francisco,13,28005,Madrid,,,,,,,,SAN FRANCISCO,13,SAN FRANCISCO|13,24.06301994474162,1395,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1015.0,proximidad
2077053477,node,40.4106028,-3.710243,,,,,,,,,,,,,,,,,19.29064697541215,910,PALACIO             ,CENTRO              ,RESTAURANTE,1013.0,proximidad
2180149404,node,40.4159786,-3.7016048,Taberna La Alhambra,,Calle de la Victoria,9,28012,Madrid,,,,,,,,VICTORIA,9,VICTORIA|9,5.844741249073957,1499,SOL                 ,CENTRO              ,BAR RESTAURANTE,1119.0,proximidad
2209904744,node,40.4272019,-3.7100959,La cajita de Nori,,Calle del Limón,30,28015,Madrid,+34 917587295,http://www.lacajitadenori.es/,,,,,no,LIMÓN,30,LIMÓN|30,6.7728138734575545,1227,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1105.0,proximidad
2239998409,node,40.4218481,-3.6955709,Rocafría,,,,,,,,,,,,no,,,,3.257709753332113,270,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1073.0,proximidad
2246509892,node,40.410196,-3.697543,Café Bar Alma,spanish,,,,,+34 915 27 49 30,https://almacafebar.wordpress.com/,,,,,yes,,,,29.72544424067186,1003,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1051.0,proximidad
2323109593,node,40.4166091,-3.7015702,Museo del Jamón,regional,,,,,+34 91 5210346,https://www.museodeljamon.com/,,,,,yes,,,,7.578141058947599,398,SOL                 ,CENTRO              ,BAR RESTAURANTE,1119.0,proximidad
2337459596,node,40.41329,-3.7098287,Café del Nuncio,,,,,,,,,,,,,,,,26.32415566337934,576,PALACIO             ,CENTRO              ,RESTAURANTE,1011.0,proximidad
2357618846,node,40.4110877,-3.6943434,Matilda,,Calle Almadén,15,28014,Madrid,,,Mo-Sa 08:00-17:00,,,,no,ALMADÉN,15,ALMADÉN|15,9.481725955995582,951,CORTES              ,CENTRO              ,BAR RESTAURANTE,1062.0,proximidad
2357662191,node,40.4112111,-3.6948323,Ganz,,,,,,,,,,,,no,,,,11.560082840107038,1408,CORTES              ,CENTRO              ,BAR RESTAURANTE,1062.0,proximidad
2379588126,node,40.4128174,-3.7139203,El Ventorrillo,spanish,Calle de Bailén,14,28005,Madrid,+34 91 366 35 78,,,,,,,BAILÉN,14,BAILÉN|14,5.367073631722665,417,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1018.0,proximidad
2379590685,node,40.4146851,-3.6945994,Chez Madrid,european,Plaza de Cánovas del Castillo,4,28014,Madrid,+34 91 989 58 96,https://grupocarbon.es/restaurantes/chezmadrid/,Mo-Th 12:00-02:00; Fr-Sa 12:00-02:30; Su 12:00-02:00,yes,,,limited,CÁNOVAS DEL CASTILLO,4,CÁNOVAS DEL CASTILLO|4,3.729163143100427,1356,CORTES              ,CENTRO              ,BAR RESTAURANTE,1071.0,proximidad
2379595314,node,40.4143652,-3.7011349,Lateral Santa Ana,,Plaza de Santa Ana,12,28012,Madrid,+34 914 20 1582,https://www.lateral.com/,"Mo-We, Su 12:00-00:00; Th-Sa 12:00-02:00",,,,limited,SANTA ANA,12,SANTA ANA|12,14.656520436023769,1011,CORTES              ,CENTRO              ,BAR RESTAURANTE,1068.0,proximidad
2437748220,node,40.4165272,-3.6995613,La Rollerie,,Carrera de San Jerónimo,,,Madrid,,,"Mo 08:00-16:00; Tu-Fr 08:00-20:00; PH,Sa,Su 09:00-20:00",,,,,SAN JERÓNIMO,,,5.035986571240797,1061,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
2437748225,node,40.4166082,-3.7013775,Lhardy,,,,,,+34 915 213 385,https://lhardy.com/,,,,,,,,,2.3327150235954406,399,SOL                 ,CENTRO              ,RESTAURANTE,1119.0,proximidad
2449728813,node,40.4181945,-3.70899,De María Ópera,argentinian,Plaza de Isabel II,2,28013,Madrid,+34 91 5479305,http://demariafelixboix.es,,,,,,ISABEL II,2,ISABEL II|2,8.190329626947015,482,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1006.0,proximidad
2449728819,node,40.4178269,-3.7098678,Foster's Hollywood,american,,,,,,,,,,,,,,,4.371869065120154,622,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1006.0,proximidad
2494912095,node,40.4151932,-3.6991697,Indian Spice,indian,Calle de Manuel Fernández y González,17,28014,Madrid,+34 914 29 54 06,http://www.indianspice.es/find-us/,,,,,,MANUEL FERNÁNDEZ Y GONZÁLEZ,17,MANUEL FERNÁNDEZ Y GONZÁLEZ|17,3.0698830700789665,1004,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
2501139645,node,40.412593,-3.7088178,Cava Baja 17,,Calle de la Cava Baja,17,28005,Madrid,,http://cavabaja17.es/,,,,,limited,CAVA BAJA,17,CAVA BAJA|17,3.4234521269283196,782,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1011.0,proximidad
2523695124,node,40.4157877,-3.7076505,Bar Andalú La Torre del Oro,regional,Plaza Mayor,26,28012,Madrid,,http://www.torredeloro.wellsoc.org/,,,,,no,MAYOR,26,MAYOR|26,4.4545363255223895,394,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2523695125,node,40.4150004,-3.7068389,Bar Plaza Mayor,,Plaza Mayor,2,28012,Madrid,,,,,,,,MAYOR,2,MAYOR|2,18.482453901749192,376,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2540726760,node,40.4147819,-3.7082818,TragaTapas,regional,Calle de la Cava de San Miguel,,,,,,,,,,,CAVA DE SAN MIGUEL,,,3.0879698274957543,212,PALACIO             ,CENTRO              ,RESTAURANTE,1008.0,proximidad
2546777613,node,40.4122258,-3.6991251,La Muñoza,spanish,,,,,,,"Tu-Th 12:00-24:00; Fr,Sa 12:00-02:00; Su 12:00-18:00",,,,yes,,,,2.1074665752879684,425,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1059.0,proximidad
2556174850,node,40.4094834,-3.7022293,Taj Mahal,indian,Calle de Lavapiés,46,28012,Madrid,+34 915 27 91 08,http://www.tajmahalrestauranteindio.es/es/,,,,,,LAVAPIÉS,46,LAVAPIÉS|46,0.9494783078025263,735,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1043.0,proximidad
2569444826,node,40.4197955,-3.6993961,SteakBurger,american,Gran Vía,16,,,+34 914 21 92 50,https://www.steakburger.es/,,,,,yes,GRAN VÍA,16,GRAN VÍA|16,2.857388405758459,785,JUSTICIA            ,CENTRO              ,RESTAURANTE,1074.0,proximidad
2572301137,node,40.4128817,-3.7134616,Gauranga,fusion;indian,,,,,,,,,,,,,,,13.558890561497149,919,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1015.0,proximidad
2579556465,node,40.4211562,-3.7056049,El Buda Feliz,chinese,Calle de los Tudescos,,28004,Madrid,,,,yes,,,limited,TUDESCOS,,,11.17412282752701,1223,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1115.0,proximidad
2583657782,node,40.4242822,-3.7065474,Goiko Grill,,Calle del Pez,36,28004,Madrid,+34 910 60 88 78; +34 910 60 11 41,https://www.goikogrill.com,,yes,,,no,PEZ,36,PEZ|36,26.74210522639122,104,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1113.0,proximidad
2583907730,node,40.4220762,-3.7063343,Xiangzili Bar Restaurante,arab;asian;oriental;noodles,Calle de los Libreros,18,28004,Madrid,+34 911887237;+34 910 29 49 92,,Mo-Su 12:00-24:00,,,,,LIBREROS,18,LIBREROS|18,18.76918466391777,1269,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1115.0,proximidad
2586789264,node,40.4285661,-3.703478,Casa Maravillas,regional,Calle de Manuela Malasaña,13,28004,Madrid,+34 914458259,,,,,,no,MANUELA MALASAÑA,13,MANUELA MALASAÑA|13,11.717196625131614,549,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1090.0,proximidad
2622900844,node,40.4252693,-3.7036283,Toro Burguers,,Calle del Marqués de Santa Ana,34,28004,Madrid,,,,,,,,MARQUÉS DE SANTA ANA,34,MARQUÉS DE SANTA ANA|34,1.83785731669515,1311,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1098.0,proximidad
2622900847,node,40.4249663,-3.7042428,,,Calle del Marqués de Santa Ana,37,28004,Madrid,,,,,,,,MARQUÉS DE SANTA ANA,37,MARQUÉS DE SANTA ANA|37,0.9087472032841529,1472,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1098.0,proximidad
2629841716,node,40.4239558,-3.7050849,La Copla,,Calle de Jesús del Valle,1,28004,Madrid,+34 910 12 68 07,,,,,,no,JESÚS DEL VALLE,1,JESÚS DEL VALLE|1,15.44228853206947,1174,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1097.0,proximidad
2630111356,node,40.4243799,-3.7067198,El Rincón de Pez,,Calle del Pez,38,28004,Madrid,,,,yes,,,no,PEZ,38,PEZ|38,20.258306196859998,104,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1113.0,proximidad
2631116903,node,40.4198315,-3.7081655,Dehesa Santa María,,Costanilla de los Ángeles,15,28013,Madrid,,http://www.dehesasantamaria.com/,,,,,,COSTANILLA DE LOS ÁNGELES,15,COSTANILLA DE LOS ÁNGELES|15,8.080318588114542,878,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1003.0,proximidad
2631126575,node,40.4156141,-3.7083143,Casa Rúa,regional,Calle Ciudad Rodrigo,3,28012,Madrid,,,,,,,,CIUDAD RODRIGO,3,CIUDAD RODRIGO|3,6.912616862491667,439,SOL                 ,CENTRO              ,RESTAURANTE,1121.0,proximidad
2631128250,node,40.4157731,-3.7080496,Arrabal,,Plaza Mayor,23,28012,Madrid,,,,,,,limited,MAYOR,23,MAYOR|23,17.26202532609668,170,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2631130966,node,40.4155385,-3.7081543,Cafetería Magerit,regional,Plaza Mayor,22,28012,Madrid,,,,yes,,,limited,MAYOR,22,MAYOR|22,20.764703425819725,170,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2631133125,node,40.4151033,-3.7081185,Bar Tineo,,Plaza Mayor,14,28012,Madrid,,,,,,,,MAYOR,14,MAYOR|14,12.28039333905643,584,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2631133126,node,40.4150447,-3.7081117,Café Zarra,,Plaza Mayor,13,28012,Madrid,,,,,,,,MAYOR,13,MAYOR|13,11.158479653540192,584,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2632237574,node,40.4219003,-3.7077078,Paraíso del Jamón,regional,Calle de San Bernardo,8,28015,Madrid,+34 915328350,https://www.paraisodeljamon.com/index2.htm,,,,,no,SAN BERNARDO,8,SAN BERNARDO|8,7.534342464037231,489,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1115.0,proximidad
2632245314,node,40.4203349,-3.7079726,Domingo's,,Calle de Jacometrezo,,28013,Madrid,,,,,,,,JACOMETREZO,,,5.249181410182684,116,PALACIO             ,CENTRO              ,RESTAURANTE,1003.0,proximidad
2632252656,node,40.4198828,-3.7077186,Topolino,italian,Calle Preciados,50,28013,Madrid,+34 91 542 55 55,https://www.topolino.es/,,,,,,PRECIADOS,50,PRECIADOS|50,1.322417918113001,453,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
2632260876,node,40.4197098,-3.707584,Café Varela,,Calle Preciados,37,28013,Madrid,+34 91 454 44 00,https://www.cafevarela.com/,,,,,no,PRECIADOS,37,PRECIADOS|37,15.804954937071518,428,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
2632277332,node,40.4186679,-3.7071852,Esencia al Cuadrado,,Travesía de los Trujillos,2,28013,Madrid,+34 910 530 873,https://www.esenciaalcuadrado.es/,,,,,,TRAVESÍA DE LOS TRUJILLOS,2,TRAVESÍA DE LOS TRUJILLOS|2,7.1623297662482095,1346,SOL                 ,CENTRO              ,BAR RESTAURANTE,1117.0,proximidad
2639589172,node,40.4260668,-3.6983114,La Potxola,regional,Calle de San Mateo,19,28004,Madrid,+34 665 21 48 77,,,,,,,SAN MATEO,19,SAN MATEO|19,14.339099363969558,1180,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1087.0,proximidad
2639926091,node,40.4149224,-3.6949679,Vips,international,Plaza de Cánovas del Castillo,5,28014,Madrid,+34 912752183,,,,,,yes,CÁNOVAS DEL CASTILLO,5,CÁNOVAS DEL CASTILLO|5,1.6011461033417373,294,CORTES              ,CENTRO              ,RESTAURANTES DE COMIDA RAPIDA,1071.0,proximidad
2640018740,node,40.4175851,-3.7107589,Agra Palace,indian,Calle de Vergara,7,,,+34 91 559 33 11,,,,,,,VERGARA,7,VERGARA|7,1.677898202717339,850,PALACIO             ,CENTRO              ,RESTAURANTE,1006.0,proximidad
2643887894,node,40.4188883,-3.707336,Casa Parrondo,regional,Calle de los Trujillos,,28013,Madrid,+34 915 22 62 34,https://www.casaparrondo.com/,"We 13:00-16:00,20:00-24:00",,,,,TRUJILLOS,,,2.257297673367931,30,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
2643893669,node,40.417991,-3.7074771,Juan Men,chinese,Calle de las Hileras,19,28013,Madrid,,https://h.qr61.cn/oCK3NF/qts1lvW,,,,,,HILERAS,19,HILERAS|19,2.6182048939591533,1340,SOL                 ,CENTRO              ,RESTAURANTE,1124.0,proximidad
2643911169,node,40.4170477,-3.7082922,Taquería Mi Ciudad,mexican,Calle de las Hileras,5,28013,Madrid,+34 915598711,https://www.taqueriamiciudad.com/,,,,,no,HILERAS,5,HILERAS|5,10.135990946638977,1339,SOL                 ,CENTRO              ,BAR RESTAURANTE,1124.0,proximidad
2645501118,node,40.4239319,-3.7101805,Nemrut,kebab,Calle de los Reyes,16,28015,Madrid,,http://www.nemrutkebabmadrid.es/,,,,,no,REYES,16,REYES|16,21.527993191417732,154,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1112.0,proximidad
2645867631,node,40.4254946,-3.7039813,Ojalá,international;local,Calle de San Andrés,1,28004,Madrid,+34915232747,https://www.grupolamusa.com/restaurante-ojala,Mo-We 09:00-01:00; Th 09:00-01:30; Fr 09:00-02:00; Sa 11:00-02:00; Su 11:00-01:00,yes,,,no,SAN ANDRÉS,1,SAN ANDRÉS|1,3.7886428782844535,117,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1100.0,proximidad
2645869773,node,40.4282422,-3.7033523,,,Calle de San Andrés,38,28004,Madrid,,,,,,,,SAN ANDRÉS,38,SAN ANDRÉS|38,27.759635265344688,549,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1090.0,proximidad
2647375160,node,40.4151263,-3.7014088,Taberna Fragua de Vulcano,regional,Calle de Álvarez Gato,9,28012,Madrid,+34 915 22 36 05,https://lafraguadevulcanomadrid.eatbu.com/,"Su-Th 12:00-01:30; Fr,Sa 12:00-02:00",,,,no,ÁLVAREZ GATO,9,ÁLVAREZ GATO|9,12.388844170164779,998,CORTES              ,CENTRO              ,BAR RESTAURANTE,1069.0,proximidad
2647379650,node,40.4149712,-3.7014446,Villa Rosa,regional,Plaza de Santa Ana,15,28012,Madrid,+34 91 5213689,https://www.tablaoflamencovillarosa.com/es/,,,,,,SANTA ANA,15,SANTA ANA|15,16.826358602333286,998,CORTES              ,CENTRO              ,BAR RESTAURANTE,1069.0,proximidad
2647385671,node,40.4151538,-3.7019713,Las Bravas,regional,Calle de Álvarez Gato,3,28012,Madrid,+34 91 522 85 81,https://lasbravas.com/,,,,,,ÁLVAREZ GATO,3,ÁLVAREZ GATO|3,5.8940416196565,396,CORTES              ,CENTRO              ,BAR RESTAURANTE,1069.0,proximidad
2651530880,node,40.4231503,-3.7108165,Lupita Cuzco,peruvian,Gran Vía,73,28013,Madrid,+34 91 5598657,http://www.restaurantlupita.com/,,no,,,no,GRAN VÍA,73,GRAN VÍA|73,14.963359860988064,753,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1002.0,proximidad
2651530886,node,40.4231214,-3.7107694,La Arepera,venezuelan,Gran Vía,71,28013,Madrid,,,,no,,,,GRAN VÍA,71,GRAN VÍA|71,9.857110696522117,121,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1002.0,proximidad
2651560890,node,40.4222356,-3.708693,Wok Garden,,Gran Vía,64,28013,Madrid,,,,,,,,GRAN VÍA,64,GRAN VÍA|64,0.8998276000499277,1257,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
2651560891,node,40.4220247,-3.7090445,La Toscana,italian,Gran Vía,59,28013,Madrid,+34 915 47 61 04,,,,,,,GRAN VÍA,59,GRAN VÍA|59,7.926009228061408,72,PALACIO             ,CENTRO              ,RESTAURANTE,1003.0,proximidad
2651560892,node,40.4219943,-3.7083084,La Sirena Verde,regional,Gran Vía,60,28013,Madrid,,,,,,,,GRAN VÍA,60,GRAN VÍA|60,29.440041119933127,316,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
2651560894,node,40.4220558,-3.7090951,Mesón El Jamón,regional,Gran Vía,59,28013,Madrid,,,,,,,,GRAN VÍA,59,GRAN VÍA|59,1.722434493457186,769,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1003.0,proximidad
2653722455,node,40.425515,-3.7074605,NAP,pizza,Calle de San Bernardo,51,28015,Madrid,+34 910 665 353,https://www.napofficial.com/,Su-Th 12:00-00:00; Fr-Sa 12:00-00:30,,,,no,SAN BERNARDO,51,SAN BERNARDO|51,21.395873531368807,158,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1110.0,proximidad
2655919909,node,40.4192126,-3.706068,El Cucurucho del Mar,,Calle del Postigo de San Martín,6,28013,Madrid,+34 915220895,http://www.cucuruchodelmar.com/,,yes,,,,POSTIGO DE SAN MARTÍN,6,POSTIGO DE SAN MARTÍN|6,0.5673332902768049,403,SOL                 ,CENTRO              ,BAR RESTAURANTE,1117.0,proximidad
2656003482,node,40.4176632,-3.7070637,Madrid Grill,,Calle de San Martín,3,28013,Madrid,+34 910 595 881,https://madridgrill.com/,,,,,,SAN MARTÍN,3,SAN MARTÍN|3,2.292222997452784,197,SOL                 ,CENTRO              ,RESTAURANTE,1124.0,proximidad
2656051910,node,40.4155635,-3.7065987,El Soportal,regional,Plaza Mayor,33,28013,Madrid,,,,,,,,MAYOR,33,MAYOR|33,8.885517872804673,362,SOL                 ,CENTRO              ,RESTAURANTE,1121.0,proximidad
2657226796,node,40.4175729,-3.7095037,Lalín Casa del Pulpo,regional,Calle de la Escalinata,,28013,Madrid,,,,,,,,ESCALINATA,,,28.07936611650201,524,PALACIO             ,CENTRO              ,RESTAURANTE,1006.0,proximidad
2657233346,node,40.4198093,-3.708289,Sublime Tokyo,japanese,Cuesta de Santo Domingo,24,28013,Madrid,+34 91 559 30 65,,,,,,,SANTO DOMINGO,24,SANTO DOMINGO|24,4.581234441050965,844,PALACIO             ,CENTRO              ,RESTAURANTE,1003.0,proximidad
2661121501,node,40.422819,-3.6998882,Everyday,regional,Calle de Augusto Figueroa,,28004,Madrid,,,,,,,yes,AUGUSTO FIGUEROA,,,9.441370731121037,1466,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1075.0,proximidad
2663017680,node,40.421527,-3.7059934,Ni Hao,chinese,Calle de Silva,20,28004,Madrid,,,,,,,yes,SILVA,20,SILVA|20,16.111819326251307,1514,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1115.0,proximidad
2665127468,node,40.4238312,-3.7053652,Pontepez,regional,Calle del Pez,18,28004,Madrid,+34 915 23 29 33,https://pontepez.com/,,,,,no,PEZ,18,PEZ|18,27.934724003545178,1268,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1114.0,proximidad
2674514530,node,40.4223898,-3.7003278,La Tita,regional,Calle de Pérez Galdós,4,28004,Madrid,,https://www.latitarivera.com/bio,,,,,,PÉREZ GALDÓS,4,PÉREZ GALDÓS|4,0.47988192876606334,1427,JUSTICIA            ,CENTRO              ,RESTAURANTE,1075.0,proximidad
2674514537,node,40.4237643,-3.7011521,El Mandil,regional,Calle de Colón,5,28004,Madrid,+34 915 31 62 55,https://www.elmandilmadrid.com/,,,,,no,COLÓN,5,COLÓN|5,5.397189026760595,73,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1095.0,proximidad
2678581207,node,40.4236061,-3.7089498,Lamian,asian,Plaza de los Mostenses,4,28015,Madrid,,,,,,,limited,LOS MOSTENSES,4,LOS MOSTENSES|4,1.342373469082463,457,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
2680511808,node,40.4235559,-3.708731,Barbacoa,chinese,Plaza de los Mostenses,6,28015,Madrid,,,,,,,no,LOS MOSTENSES,6,LOS MOSTENSES|6,20.246842309833795,1486,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
2680511828,node,40.4235192,-3.7093626,Hot Pot,chinese,Plaza de los Mostenses,1,28015,Madrid,,,,,,,,LOS MOSTENSES,1,LOS MOSTENSES|1,14.81566058840663,1270,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
2683834798,node,40.4237878,-3.7063814,Juancho s,burger,Calle de Andrés Borrego,16,28004,Madrid,,https://juanchosbbq.com/,,,,,,ANDRÉS BORREGO,16,ANDRÉS BORREGO|16,3.5030180769702417,1218,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1113.0,proximidad
2686417963,node,40.4266834,-3.7036351,Olemole,mexican,Calle de San Andrés,14,28004,Madrid,+34 910506142,https://www.olemole.es/,,yes,,,limited,SAN ANDRÉS,14,SAN ANDRÉS|14,1.4342231429639838,1176,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1093.0,proximidad
2686417970,node,40.4273459,-3.7035254,Roost Chicken,,Calle de San Andrés,26,28004,Madrid,,,,,,,no,SAN ANDRÉS,26,SAN ANDRÉS|26,1.439813103624659,1479,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1093.0,proximidad
2689676547,node,40.4187322,-3.7082032,El Pato Mudo,regional,Costanilla de los Ángeles,8,28013,Madrid,,,,,,,,COSTANILLA DE LOS ÁNGELES,8,COSTANILLA DE LOS ÁNGELES|8,1.3620270286228466,408,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
2689693253,node,40.4173759,-3.7087076,Taquería Mi Ciudad,mexican,Calle de las Fuentes,11,28013,Madrid,+34 608621096,https://www.taqueriamiciudad.com/,,,,,,FUENTES,11,FUENTES|11,6.656340371159279,886,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1006.0,proximidad
2689693281,node,40.4174275,-3.7078346,Distreato,asian,Calle de las Hileras,12,28013,Madrid,+34668570401,https://distreato.com/,Su-Th 12:00-22:30; Fr-Sa 12:00-23:30,,,,,HILERAS,12,HILERAS|12,20.990760791531038,26,SOL                 ,CENTRO              ,BAR RESTAURANTE,1123.0,proximidad
2692581969,node,40.4238489,-3.7012882,La Jauría,,Calle de Colón,10,28004,Madrid,+34 911 30 48 36,,,,,,no,COLÓN,10,COLÓN|10,2.914225176670488,794,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1094.0,proximidad
2692581978,node,40.4237214,-3.7007596,Orio,regional,Calle de Fuencarral,49,28004,Madrid,+34 915 21 8318,https://oriogastronomiavasca.com/,"Mo-Su 12:30-00:00 open ""bar and restaurant"" || Mo-Su 10:00-01:00 open ""bar""",no,,,limited,FUENCARRAL,49,FUENCARRAL|49,1.0853937955961175,787,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1095.0,proximidad
2696236498,node,40.4194731,-3.707982,Berlin,indian,Costanilla de los Ángeles,18,28013,Madrid,,,,,,,,COSTANILLA DE LOS ÁNGELES,18,COSTANILLA DE LOS ÁNGELES|18,4.669741634419303,1234,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
2696236505,node,40.4139438,-3.7085134,Casa Paco,regional,Plaza de Puerta Cerrada,11,28005,Madrid,+34 913663166,http://www.casapaco1933.com/,,,,,limited,PUERTA CERRADA,11,PUERTA CERRADA|11,4.939638882880346,213,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1008.0,proximidad
2696236506,node,40.4155063,-3.7086445,Tapas de Sichuan,chinese,Calle de la Cava de San Miguel,3,28005,Madrid,+34 915 04 72 09,,,,,,no,CAVA DE SAN MIGUEL,3,CAVA DE SAN MIGUEL|3,1.075500139382713,791,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
2697521926,node,40.4209125,-3.7089606,Sandó,,Calle de Isabel La Católica,2-4,28013,Madrid,+34 915479911,https://restaurantesando.es/es,,,,,,ISABEL LA CATÓLICA,2,ISABEL LA CATÓLICA|2,4.159223691265365,590,PALACIO             ,CENTRO              ,RESTAURANTE,1003.0,proximidad
2697521931,node,40.4199972,-3.7105112,La Bola,regional,Calle de la Bola,5,28013,Madrid,+34 915 476 930,https://www.labola.es/,,,,,,BOLA,5,BOLA|5,16.347229253903716,205,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1004.0,proximidad
2697589085,node,40.4121032,-3.7133507,Rasputín,russian,Calle de Yeseros,2,28005,Madrid,+34 91 366 39 62,https://www.rasputin.es/,,,,,,YESEROS,2,YESEROS|2,3.9983002412477116,221,PALACIO             ,CENTRO              ,RESTAURANTE,1015.0,proximidad
2697589086,node,40.4127045,-3.7139366,Francisca,regional,Calle de Bailén,14,28005,Madrid,,,,,,,,BAILÉN,14,BAILÉN|14,2.36462325272838,230,PALACIO             ,CENTRO              ,RESTAURANTE,1018.0,proximidad
2697589093,node,40.4117008,-3.71403,,indian,Calle de Bailén,20,28005,Madrid,+34 91 365 66 54,http://www.lavacaargentina.net/restaurantes-madrid-bailen-20,,,,,,BAILÉN,20,BAILÉN|20,1.4557299279525986,12,PALACIO             ,CENTRO              ,RESTAURANTE,1018.0,proximidad
2701952591,node,40.4103465,-3.6977557,Amores,,Calle de Santa Isabel,38,28012,Madrid,,,,,,,no,SANTA ISABEL,38,SANTA ISABEL|38,25.065452003907836,1003,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1051.0,proximidad
2703977228,node,40.4254727,-3.7037374,Casa 28,,Calle del Espíritu Santo,28,28004,Madrid,,https://casa28.com.es/,,,,,,ESPÍRITU SANTO,28,ESPÍRITU SANTO|28,25.353908491512403,117,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1100.0,proximidad
2703977232,node,40.4254845,-3.7038496,Empys,,Calle del Espíritu Santo,28,28004,Madrid,,,,,,,,ESPÍRITU SANTO,28,ESPÍRITU SANTO|28,12.94280779846506,117,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1100.0,proximidad
2704017907,node,40.4265428,-3.7037728,La Divina,regional,Calle de San Andrés,11,28004,Madrid,,,,,,,no,SAN ANDRÉS,11,SAN ANDRÉS|11,14.493285907119764,152,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1102.0,proximidad
