osm_id,osm_type,lat,lon,name,cuisine,addr_street,addr_housenumber,addr_postcode,addr_city,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair
2656033536,node,40.4165193,-3.7077263,Kausa Madrid,peruvian;regional,Calle de Bordadores,5,28013,Madrid,+34 916 287 398,https://kausamadrid.es/,Mo-Su 13:00-00:00,no,,,
2656033537,node,40.4167991,-3.707515,Gayagum,korean,Calle de Bordadores,7,28013,Madrid,,,,,,,
2656051906,node,40.4157824,-3.7066073,Café & Tapas,regional,Plaza Mayor,30,28012,Madrid,,,,,,,
2656051910,node,40.4155635,-3.7065987,El Soportal,regional,Plaza Mayor,33,28013,Madrid,,,,,,,
2657226796,node,40.4175729,-3.7095037,Lalín Casa del Pulpo,regional,Calle de la Escalinata,,28013,Madrid,,,,,,,
2657233346,node,40.4198093,-3.708289,Sublime Tokyo,japanese,Cuesta de Santo Domingo,24,28013,Madrid,+34 91 559 30 65,,,,,,
2661121483,node,40.4238714,-3.70043,Casa Hortensia,regional,Calle de la Farmacia,2,28004,Madrid,+34 915390090,https://www.casahortensia.com,,,,,yes
2661121501,node,40.422819,-3.6998882,Everyday,regional,Calle de Augusto Figueroa,,28004,Madrid,,,,,,,yes
2663017680,node,40.421527,-3.7059934,Ni Hao,chinese,Calle de Silva,20,28004,Madrid,,,,,,,yes
2663017681,node,40.4213704,-3.7061958,Curry Masala,indian,Calle de Silva,16,28004,Madrid,,,,,,,no
2665094817,node,40.4210364,-3.6998468,Hundred,burger,Plaza de Pedro Zerolo,1,28004,Madrid,+34 919 99 27 18,https://hundredburgers.com,Mo-Su 13:00-23:00,,,,
2665127468,node,40.4238312,-3.7053652,Pontepez,regional,Calle del Pez,18,28004,Madrid,+34 915 23 29 33,https://pontepez.com/,,,,,no
2667563697,node,40.4271135,-3.7096169,Roll,american,Calle de Amaniel,23,28015,Madrid,+34 918 05 79 30,,,,,,
2667576941,node,40.4287289,-3.7058889,Chivuos,burger,Calle de San Bernardo,86,28015,Madrid,+34 647794823,https://www.chivuos.com/restaurantes/,,,,,limited
2669909214,node,40.4285028,-3.7063068,Menomale,italian,Calle de San Bernardo,85,28015,Madrid,+34 910 18 05 14,http://menomale.es/,,,,,yes
2669909218,node,40.4286149,-3.706278,El Retoñar,regional,Calle de San Bernardo,87,28015,Madrid,,,,,,,yes
2669909223,node,40.4284236,-3.7063416,Espetinhos,brazilian,Calle de San Bernardo,85,28015,Madrid,+34 910 56 48 95,,,,,,no
2671241916,node,40.426805,-3.7083142,El Maño,regional,Calle de la Palma,64,28015,Madrid,,,,,,,
2671241936,node,40.4261246,-3.7078935,La Gringa,american,Calle de San Vicente Ferrer,57,28015,Madrid,+34 679 18 33 99,https://www.lagringamadrid.es/,,,,,
2672814923,node,40.4226606,-3.7037501,ET Kebab,,Calle del Pez,2,28004,Madrid,,,,,,,
2672814927,node,40.4228396,-3.7040127,El Pez Gordo,,Calle del Pez,6,28004,Madrid,,,,,,,no
2674514530,node,40.4223898,-3.7003278,La Tita,regional,Calle de Pérez Galdós,4,28004,Madrid,,https://www.latitarivera.com/bio,,,,,
2674514537,node,40.4237643,-3.7011521,El Mandil,regional,Calle de Colón,5,28004,Madrid,+34 915 31 62 55,https://www.elmandilmadrid.com/,,,,,no
2676680981,node,40.4246501,-3.7129961,La Mordida,mexican,Calle de la Princesa,3,28008,Madrid,+34 91 559 50 43,http://www.lamordida.com/web/sample-page/la-mordida-de-princesa/,,,,,
2676680987,node,40.4249437,-3.7132192,Indalo,regional,Calle de la Princesa,3,28008,Madrid,,https://indalotapas.com/,,no,,,yes
2676680989,node,40.4253103,-3.7129761,Tapa Tapa,tapas,Plaza de los Cubos,,28008,Madrid,,,,yes,,,limited
2676680994,node,40.4253937,-3.7133451,Ginos,italian,Calle de la Princesa,5,28008,Madrid,+34 912752063,https://www.ginos.es/,"Mo-Th 13:00-16:30,20:00-23:30; Fr 13:00-16:30,20:00-24:00; Sa 00:00-00:30,13:00-17:00,20:00-24:00; Su 00:00-00:30,13:00-17:00,20:00-23:30",yes,,,limited
2676681013,node,40.4258193,-3.7136633,El Cisne,regional,Calle de Ventura Rodríguez,4,28008,Madrid,+34 91 542 05 90,http://www.elcisne-theswan.com/,,,,,
2676681024,node,40.4253932,-3.7138709,Dantxari,regional,Calle de Ventura Rodríguez,8,28008,Madrid,+34 915423524,https://www.dantxari.com/html/index.html,,no,,,no
2676685069,node,40.4104042,-3.7102388,Rifugio,regional,Calle del Humilladero,5,28005,Madrid,,,,,,,no
2676854998,node,40.4222488,-3.7042612,Clarita,international,Corredera Baja de San Pablo,19,28004,Madrid,+34 91 522 80 70,https://claritamadrid.com/,,,,,no
2676855000,node,40.4227035,-3.7036384,El Perro y la Galleta,,Corredera Baja de San Pablo,31,28004,Madrid,+34 619 830 503,https://elperroylagalleta.com/locales/restaurante-en-malasana/,13:00-00:30,,,,
2676855002,node,40.423578,-3.7052373,La Zanta,mexican,Calle del Pez,15,28004,Madrid,+34 911 131 833,http://lazanta.es/,,,,,
2678581207,node,40.4236061,-3.7089498,Lamian,asian,Plaza de los Mostenses,4,28015,Madrid,,,,,,,limited
2678581212,node,40.4267515,-3.7078182,La Palma 60,,Calle de la Palma,60,28015,Madrid,,http://www.lapalma60.com/,,,,,
2680511808,node,40.4235559,-3.708731,Barbacoa,chinese,Plaza de los Mostenses,6,28015,Madrid,,,,,,,no
2680511812,node,40.4234595,-3.7077063,Hoh's,chinese,Calle de Antonio Grilo,4,28015,Madrid,,,,,,,
2680511828,node,40.4235192,-3.7093626,Hot Pot,chinese,Plaza de los Mostenses,1,28015,Madrid,,,,,,,
2681923258,node,40.4235286,-3.7082912,Sabor Cantonés,chinese,Calle de Antonio Grilo,12,28015,Madrid,,,,,,,no
2682145876,node,40.4251681,-3.7102129,,,Calle de San Bernardino,10,28015,Madrid,,,,,,,limited
2682145877,node,40.4252351,-3.7106702,Con 2 Fogones,,Calle de San Bernardino,9,28015,Madrid,+34 91 559 63 26,https://www.condosfogones.com/,,,,,no
2682145882,node,40.4259439,-3.7120307,Aladino,arab,Calle del Duque de Liria,2,28015,Madrid,+34 915474950,http://www.restaurantealadino.es/,,,,,no
2682145883,node,40.4260872,-3.7124108,María Bonita,mexican,Calle del Duque de Liria,9,28015,Madrid,+34 672733329,http://www.mariabonitatacobar.es/,,,,,no
2682145884,node,40.426414,-3.7125969,Küche,,Calle de la Princesa,18,,,+34 915996887,http://www.kuche.es/,,,,,limited
2683390837,node,40.414785,-3.7035258,Café & Tapas,regional,Calle de Carretas,14,28012,Madrid,,,,,,,
2683390843,node,40.4131803,-3.6982035,La Biotika,,Calle Amor de Dios,3,28014,Madrid,+34 914 29 07 80,https://www.labiotika.es/,,,yes,,
2683834798,node,40.4237878,-3.7063814,Juancho s,burger,Calle de Andrés Borrego,16,28004,Madrid,,https://juanchosbbq.com/,,,,,
2686417963,node,40.4266834,-3.7036351,Olemole,mexican,Calle de San Andrés,14,28004,Madrid,+34 910506142,https://www.olemole.es/,,yes,,,limited
2686417970,node,40.4273459,-3.7035254,Roost Chicken,,Calle de San Andrés,26,28004,Madrid,,,,,,,no
2686612540,node,40.4233996,-3.7050144,Grosso Napoletano,italian,Calle del Pez,11,28004,Madrid,+34 912 919 333,https://www.grossonapoletano.com/locales/pez-11/,"Mo-Th 13:00-16:00, 20:00-23:00; Fr-Sa 13:00-00:00; Su 13:00-23:30",,,,
2689631484,node,40.4242038,-3.7094953,,chinese,Calle de los Reyes,8,28015,Madrid,,,,,,,no
2689676547,node,40.4187322,-3.7082032,El Pato Mudo,regional,Costanilla de los Ángeles,8,28013,Madrid,,,,,,,
2689693250,node,40.4169483,-3.7087607,La Mordida,mexican,Calle de las Fuentes,3,28013,Madrid,+34 91 5591136,http://www.lamordida.com/web/sample-page/la-mordida-de-fuentes/,Su-Th 13:30-00:30; Fr-Sa 13:30-01:30,,,,
2689693253,node,40.4173759,-3.7087076,Taquería Mi Ciudad,mexican,Calle de las Fuentes,11,28013,Madrid,+34 608621096,https://www.taqueriamiciudad.com/,,,,,
2689693259,node,40.416651,-3.7087203,Kuraya,japanese,Plaza de Herradores,7,28013,Madrid,+34 91 0411 646,http://www.kuraya.es/index.html,"Mo-Su,PH 13:00-16:00,20:30-23:30",,,,
2689693281,node,40.4174275,-3.7078346,Distreato,asian,Calle de las Hileras,12,28013,Madrid,+34668570401,https://distreato.com/,Su-Th 12:00-22:30; Fr-Sa 12:00-23:30,,,,
2692581952,node,40.4228695,-3.7033818,Ceviche,peruvian,Corredera Baja de San Pablo,37,28004,Madrid,,,,,,,
2692581969,node,40.4238489,-3.7012882,La Jauría,,Calle de Colón,10,28004,Madrid,+34 911 30 48 36,,,,,,no
2692581978,node,40.4237214,-3.7007596,Orio,regional,Calle de Fuencarral,49,28004,Madrid,+34 915 21 8318,https://oriogastronomiavasca.com/,"Mo-Su 12:30-00:00 open ""bar and restaurant"" || Mo-Su 10:00-01:00 open ""bar""",no,,,limited
2692606021,node,40.4228041,-3.6997981,Dionisos,greek,Calle de Augusto Figueroa,8,28004,Madrid,+34 915225183,https://dionisosrestaurants.com/restaurante-griego-dionisos-figueroa/,,,,,yes
2694514295,node,40.4217133,-3.7059133,Jota Batela,regional,Calle de Silva,23,28004,Madrid,+34 91 521 32 08,https://www.jotabatela.com/,,,,,no
2694514298,node,40.41942,-3.7070844,Cuando Salí de Cuba,cuban,Calle de la Ternera,4,28013,Madrid,,,,,,,
2694514302,node,40.4191255,-3.7065737,A Miña Gaita,regional,Calle de las Navas de Tolosa,3,28013,Madrid,,,,,,,
2694514304,node,40.4191056,-3.7069436,La Chamana,mexican,Calle de las Navas de Tolosa,7,28013,Madrid,+34 910 582 073,http://lachamana.es/,,,,,
2694514307,node,40.4190828,-3.7071347,Cornucopia,international,Calle de las Navas de Tolosa,9,28013,Madrid,+34 91 521 38 96,https://www.restaurantecornucopia.com/,,,,,
2694514309,node,40.4173248,-3.7060621,Taberna Los 4 Robles,regional,Plaza de Celenque,1,28013,Madrid,+34 915 227 686,http://los4robles.com,Mo-Su 07:00-00:00,,,,
2696236498,node,40.4194731,-3.707982,Berlin,indian,Costanilla de los Ángeles,18,28013,Madrid,,,,,,,
2696236502,node,40.4172783,-3.7086063,La Excéntrica,regional,Calle de las Fuentes,10,28013,Madrid,+34 915 59 71 68,,Mo-Su 10:00-02:00,,,,
2696236505,node,40.4139438,-3.7085134,Casa Paco,regional,Plaza de Puerta Cerrada,11,28005,Madrid,+34 913663166,http://www.casapaco1933.com/,,,,,limited
2696236506,node,40.4155063,-3.7086445,Tapas de Sichuan,chinese,Calle de la Cava de San Miguel,3,28005,Madrid,+34 915 04 72 09,,,,,,no
2697521926,node,40.4209125,-3.7089606,Sandó,,Calle de Isabel La Católica,2-4,28013,Madrid,+34 915479911,https://restaurantesando.es/es,,,,,
2697521929,node,40.4206521,-3.7114917,El Senador,regional,Plaza de la Marina Española,2,28013,Madrid,+34 91 541 22 21,http://www.restaurantesenador.com/,,,,,no
2697521930,node,40.4218125,-3.7116158,Mesón Del Bacalao,,Calle del Reloj,16,28013,Madrid,,,,,,,
2697521931,node,40.4199972,-3.7105112,La Bola,regional,Calle de la Bola,5,28013,Madrid,+34 915 476 930,https://www.labola.es/,,,,,
2697589083,node,40.4115906,-3.7119728,María La Lia,,Calle de Don Pedro,6,28005,Madrid,+34 913 65 34 11,https://www.marialalia.com/,,,,,
2697589085,node,40.4121032,-3.7133507,Rasputín,russian,Calle de Yeseros,2,28005,Madrid,+34 91 366 39 62,https://www.rasputin.es/,,,,,
2697589086,node,40.4127045,-3.7139366,Francisca,regional,Calle de Bailén,14,28005,Madrid,,,,,,,
2697589093,node,40.4117008,-3.71403,,indian,Calle de Bailén,20,28005,Madrid,+34 91 365 66 54,http://www.lavacaargentina.net/restaurantes-madrid-bailen-20,,,,,
2697589095,node,40.4135782,-3.7102688,El Sainete,international,Calle de Segovia,8,28005,Madrid,,https://cerveceraindependiente.com/locales/el-sainete/#.QwZ4cehlxqjSi7h,,,,,
2697589099,node,40.4176746,-3.7115376,Café de Oriente,,Plaza de Oriente,2,28013,Madrid,+34 915 413 974,https://www.cafedeoriente.es/,,,,,
2697589101,node,40.4185813,-3.7111009,La Lonja/La Mar/Raw Bar,regional,Plaza de Oriente,6,28013,Madrid,+34 91 541 3333,https://www.lalonjadelmar.com/,,,,,
2697589104,node,40.4248581,-3.7134354,Krüger,german,Calle de la Princesa,5,28008,Madrid,+34 915417112,https://www.restaurantekruger.com/,,no,,,
2701917499,node,40.4149486,-3.7083714,Mesón La Mazmorra,,Calle de la Cava de San Miguel,6,,,,,,,,,
2701952591,node,40.4103465,-3.6977557,Amores,,Calle de Santa Isabel,38,28012,Madrid,,,,,,,no
2701952592,node,40.4108793,-3.6990942,La Caleta,spanish;regional;fish,Calle de los Tres Peces,21,28012,Madrid,,,,,,,limited
2703977228,node,40.4254727,-3.7037374,Casa 28,,Calle del Espíritu Santo,28,28004,Madrid,,https://casa28.com.es/,,,,,
2703977232,node,40.4254845,-3.7038496,Empys,,Calle del Espíritu Santo,28,28004,Madrid,,,,,,,
2704017907,node,40.4265428,-3.7037728,La Divina,regional,Calle de San Andrés,11,28004,Madrid,,,,,,,no
2704017912,node,40.4273585,-3.7039189,Cabreira,regional,Calle de Ruiz,2,28004,Madrid,+34 91 593 02 00,https://www.cabreira.es/,,yes,,,no
2704017915,node,40.4275617,-3.7038785,La Fragua de Sebín,regional,Calle del Divino Pastor,21,28004,Madrid,+34 914 459 597,http://www.fraguadesebin.com/,,,,,
2704017917,node,40.4277212,-3.7040168,El Pico,regional,Calle del Divino Pastor,,28004,Madrid,,,,,,,
2704017920,node,40.4287881,-3.7043284,La Musa,,Calle de Manuela Malasaña,18,28004,Madrid,+34 91 448 75 58,https://www.grupolamusa.com/restaurante-lamusa,,,,,
2704017921,node,40.4286074,-3.703868,EatMyTrip Brunch & Dinner Madrid,brunch,Calle de Manuela Malasaña,17,28004,Madrid,+34689960975,https://eatmytrip.com/brunch-madrid-malasana/,,,,,
2714421804,node,40.4225976,-3.7038375,Superfuüd,,Calle del Pez,1,28004,Madrid,,,,,,,
2717079169,node,40.4228535,-3.7030917,La Pescadería,,Calle de la Ballesta,32,28004,Madrid,+34 91 523 90 51,http://www.la-pescaderia.com/,,,,,
2717079190,node,40.4234114,-3.6999933,La Hummusería,middle_eastern;hummus,Calle de Hernán Cortés,8,28004,Madrid,+34 910 22 62 40,https://www.lahummuseria.es/,Mo-Su 13:30-23:00,,,,
2723834799,node,40.4143998,-3.7007134,Cañas y Tapas,tapas,Plaza de Santa Ana,9,28012,Madrid,,,,,,,
2723834809,node,40.4144215,-3.7005981,Pintxibar,tapas,Plaza de Santa Ana,8,28012,Madrid,,,,,,,
2725509703,node,40.4256274,-3.7076511,El Duero,portuguese,Calle de Noviciado,2,28015,Madrid,+34 910 74 36 04,,,,,,
2725509704,node,40.4256169,-3.7075202,La Gloria,regional,Calle de Noviciado,2,28015,Madrid,+34 91 083 14 01,http://www.barlagloria.com/es/,,,,,no
2725509706,node,40.4260755,-3.7107778,Río Miño,regional,Calle del Limón,9,28015,Madrid,+34 91 5473198,http://www.xn--riomio-0wa.com/,,,,,
2725509756,node,40.4269467,-3.7098762,La Casita de Patri,,Calle de Cristo,2,28015,Madrid,,,,,,,no
2727060486,node,40.4227802,-3.7109461,O' Muiño,regional,Calle de Leganitos,43,28013,Madrid,,,,,,,
2727060487,node,40.4227242,-3.7109084,Sidrería A Lareira,regional,Calle de Leganitos,43,28013,Madrid,,,,,,,
2727060488,node,40.4225468,-3.7105278,Hong Kong Kitchen,chinese,Calle del Doctor Carracido,2,28013,Madrid,,,,,,,
2727060489,node,40.4223782,-3.7105319,Shangrila Dimsum,asian,Calle de Leganitos,26,28013,Madrid,,,,,,,
2727060490,node,40.4223656,-3.7106938,Orient,chinese,Calle de Leganitos,37,28013,Madrid,+34 915 41 17 10,,,,,,
2727060494,node,40.4218999,-3.7103685,Al-Aman II,arab,Calle de Leganitos,27,28013,Madrid,+34 915 59 22 58,,,,,,
2728979067,node,40.4221735,-3.7097663,Wasabi & Roll,japanese,Calle de la Flor Baja,5,28013,Madrid,+34 916 226 374,http://www.wasabiandroll.com/,,,,,
2728979073,node,40.4225937,-3.7106431,Cervecería Rayal,regional,Calle de Leganitos,28,28013,Madrid,,,,,,,
2728979092,node,40.4205846,-3.709399,A Ri Rang,korean,Calle de la Bola,,28013,Madrid,,,,,,,
2728979112,node,40.4195822,-3.7093352,Del Greco,regional,Cuesta de Santo Domingo,12,28013,Madrid,,,,,,,
2731037363,node,40.4220797,-3.7042651,Mamá Chicó,,Corredera Baja de San Pablo,10,28004,Madrid,,,,,,,
2752824256,node,40.4155198,-3.7017311,El Jardín,regional,Calle de la Cruz,19,,,,,,,,,
2756126338,node,40.4252619,-3.7034427,Botequim Brunch & Tapas,fish;latin_american,Calle del Espíritu Santo,15,28004,Madrid,+34915063293,,,,,,no
2769265439,node,40.4225226,-3.7004122,El 3 de Galdós,,Calle de Pérez Galdós,3,28004,Madrid,,,,,,,
2769265440,node,40.4222901,-3.7000233,Mesón Planeta,regional,Calle de Pérez Galdós,10,28004,Madrid,+34 915 22 25 09,,,,,,
2769265442,node,40.4228838,-3.6997242,Xanacuk,,Calle de Augusto Figueroa,13,28004,Madrid,+34 91 521 22 70,http://www.xanacuk.com/,,,,,no
2769265443,node,40.4183458,-3.7073033,Cantina Canalla,mexican,Plaza de San Martín,2,28013,Madrid,+34 915221177,https://www.cantinacanalla.com/,,,,,
2777281761,node,40.42487,-3.7008499,Steak Burger,burger,Calle de Fuencarral,73,28004,Madrid,+34 91 531 12 79,https://www.steakburger.es/,,no,,,limited
2777306936,node,40.4246907,-3.7011574,El Cocinillas,,Calle de San Joaquín,3,28004,Madrid,+34 915232960,http://www.restauranteelcocinillas.com,,,yes,yes,
2777306954,node,40.4243721,-3.7019608,Maki,,Calle de San Joaquín,16,28004,Madrid,+34 915239806,https://www.restaurantemaki.com/,,yes,,,
2777306971,node,40.4232513,-3.7037052,Sákale Madrid,,Calle del Molino de Viento,4,28004,Madrid,+34 918 65 63 22,https://sakalemadrid.com/,,,,,
2779006951,node,40.418978,-3.7015174,Hemu Sushi,,Calle de los Jardines,3,28013,Madrid,,,,,,,limited
2779006954,node,40.4189749,-3.7013642,La Venganza de Malinche,mexican,Calle de los Jardines,5,28013,Madrid,+34 915 23 41 64,http://www.lavenganzademalinche.com/conocenos.html,,no,,,no
2781347240,node,40.4173628,-3.7060503,Cañas y Tapas,regional,Plaza de Celenque,1,28013,Madrid,+34 91 522 14 15,https://canasytapas.es/,Mo-Su 08:00-00:30,yes,,,
2781347245,node,40.4150254,-3.7070014,En Copa de Balón,,Plaza Mayor,2,28012,Madrid,,http://www.encopadebalon.com/es/blog/32_Nuevo-restaurante-En-Copa-de-Bal%C3%B3n-Plaza-Mayo,,,,,
2781347248,node,40.4148251,-3.7077041,Taberna Victoria,regional,Calle de Toledo,4,28005,Madrid,,,,,,,limited
2781347255,node,40.4144821,-3.7076475,Andarica,,Calle de Toledo,12,28005,Madrid,,,,,,,
2781347259,node,40.4145735,-3.7074986,La Casa del Abuelo,regional,Calle de Toledo,11,28005,Madrid,,http://lacasadelabuelo.es/,,yes,,,no
2781347263,node,40.4143944,-3.7076336,La Toná,,Calle de Toledo,,28005,Madrid,,,,,,,no
2781347282,node,40.4137355,-3.707576,Hong Kong 70,chinese,Calle de Toledo,28,28005,Madrid,+34 910 59 83 78,https://hongkong70.com/,"Mo-Su 13:00-16:30,20:00-24:00",,,,
2813472226,node,40.4249117,-3.7019474,La Tapería de Malasaña,regional,Corredera Alta de San Pablo,8,28004,Madrid,,,,,,,
2813472228,node,40.4252291,-3.7020009,La Catrina,mexican,Corredera Alta de San Pablo,13,28004,Madrid,,,,,,,no
2813472229,node,40.4248424,-3.7011088,Ceviceria San Joaquín,peruvian,Calle de San Joaquín,4,28004,Madrid,,,,no,,,
2813472231,node,40.4254639,-3.6992651,Eusebios,regional,Calle de San Mateo,14,28004,Madrid,,,,,,,
2815481534,node,40.4218476,-3.7044909,Loreto,,Corredera Baja de San Pablo,6,28004,Madrid,,,,,,,limited
2815481539,node,40.4248768,-3.7020918,Greek And Shop,greek,Corredera Alta de San Pablo,9,28004,Madrid,+34 915 32 60 83,https://greekandshop.es,,,,,no
2815481541,node,40.4267813,-3.7031532,Velarde 13,spanish;tapas,Calle de Velarde,13,28004,Madrid,,,,,,,limited
2820273946,node,40.4220081,-3.7061415,Chuan Yu,chinese,Calle de la Estrella,5,28004,Madrid,,,,,,,
2822245359,node,40.4254662,-3.713276,De Elisa,regional,Calle de Santa María Micaela,4,28008,Madrid,,,,yes,,,
2822786392,node,40.4195531,-3.7094318,La Veranda,,Cuesta de Santo Domingo,12,28013,Madrid,,,,,,,
2824456978,node,40.4187837,-3.7101836,El Café de la Ópera,regional,Calle de Arrieta,6,28013,Madrid,+34 91 542 63 82,https://www.elcafedelaopera.com/,,,,,
2824456980,node,40.4185875,-3.7097935,La Paella Real,regional,Calle de Arrieta,2,28013,Madrid,+34 915420942,https://www.lapaellareal.es/,Mo-Su 13:00-16:00,,,,
2877835223,node,40.4148236,-3.7075612,Doro's Bistró,,Calle de Toledo,,28005,Madrid,,,,,,,limited
2877835225,node,40.4131836,-3.7081864,Gonder,ethiopian,Calle de Grafal,8,28005,Madrid,+34 91 704 72 50,http://www.gonderrestauranteetiope.com/es/,,,,,
2883834806,node,40.4259803,-3.7173111,El Kiosko,,Calle de Ferraz,9,28008,Madrid,+34 910276124,http://www.elkiosko.es/,,,,,no
2883836407,node,40.4257441,-3.7032708,Okashi Sanda,japanese,Calle de San Vicente Ferrer,22,28004,Madrid,+34 913 65 44 02,http://okashisanda.es/,"Mo-Tu off; We-Th 19:45-00:00; Fr 12:45-17:15, 19:45-00:15; Sa 12:45-00:15, Su 12:45-17:15, 19:45-00:00",no,,,
2883849305,node,40.4257926,-3.7099074,El Arquibar,,Travesía del Conde Duque,5,28015,Madrid,+34 915 59 81 48,,,,,,no
2883851302,node,40.41015,-3.69945,,regional,,,,,,,,,,,
2883852305,node,40.4152265,-3.7082891,Mesón de la Guitarra,regional,Calle de la Cava de San Miguel,13,28005,Madrid,+34 915 59 95 31,http://mesonlaguitarraes.wix.com/ladrillo,,,,,limited
2883852306,node,40.4215494,-3.7218587,Mesón-Restaurante Ferreiro,regional,,,,,,http://ferreirorestaurante.com/,,yes,,,
2883856102,node,40.4286873,-3.7199149,El Lagar,regional,Calle de Ferraz,39,28008,Madrid,,,,,,,
2883860601,node,40.410602,-3.7082429,El Brote,fine_dining,,,28005,,+34 652 173 319,https://www.elbrote.es/,,,,,
2883860602,node,40.4119928,-3.7266641,Mesón Asturies,regional,Calle de Caramuel,19,,Madrid,,,,,,,
2888982905,node,40.4287119,-3.703588,Ochenta Grados,,Calle de Manuela Malasaña,10,28004,Madrid,+34 914 458 351,https://ochentagrados.com/restaurante/malasana/,,,,,
2901534992,node,40.4137861,-3.6976582,Quevedo,,Calle de Lope de Vega,17,28014,Madrid,+34 91 429 4058,,,,,,
2904920327,node,40.4115533,-3.6955653,La Puerta Amarilla,burger,Calle de Fúcar,9,28014,Madrid,+34 911 722 207,https://pecadocarnal.es/huertas/index.html,,,,,no
2910130669,node,40.420446,-3.6974578,Morgana,,Calle de la Libertad,5,28004,Madrid,,https://restaurantemorgana.es,"Tu-Th 13:30-15:30, 20:30-22:30; Mo 20:30-22:30; Fr-Su 13:30-16:00, 20:30-23:00",,,,
2937735913,node,40.4160183,-3.7010341,Patong Thai,thai,Calle de la Cruz,7,,Madrid,+34 91 188 27 36,,,,,,
2971950684,node,40.4087301,-3.6927647,100 Montaditos,sandwich,Plaza del Emperador Carlos V,9,,,,,,yes,,,limited
2973072520,node,40.4204802,-3.7169691,Yothai,thai;pizza;tapas,Cuesta de San Vicente,32,28008,Madrid,+34910121763,https://yothai.es,Mo off; Tu-Su 12:00-24:00,yes,,,limited
2973128833,node,40.4276604,-3.7138516,Hamburguesa Nostra,,Calle de la Princesa,26,,,,,,yes,,,limited
3007302451,node,40.4229011,-3.7097345,Museo del Jamón,regional,Gran Vía,72,28013,Madrid,,https://www.museodeljamon.es/madrid/,,,,,
3007302524,node,40.4226474,-3.7100285,Vips,international,Gran Vía,65,28013,Madrid,,https://www.vips.es,,yes,,,
3007302525,node,40.4224533,-3.7097301,100 Montaditos,sandwich,Gran Vía,63,28013,Madrid,,https://spain.100montaditos.com/,,,,,
3007306700,node,40.4196995,-3.7061345,De María,,Plaza de Callao,1,28013,Madrid,,,,,,,
3050330459,node,40.4285288,-3.7026709,Lizarrán,spanish,,,,,+34 91 445 53 89,,,,,,
3050334916,node,40.4284427,-3.7022639,Bresca,italian,Calle de Fuencarral,105,,Madrid,,,,,,,
3050541419,node,40.4277604,-3.7017361,100 Montaditos,sandwich,Calle de Fuencarral,96,28004,Madrid,,,"Mo-Th 10:00-23:00, Fr 10:00-24:00, Sa 12:00-24:00, Su 12:00-23:00",,,,yes
3050572853,node,40.4271843,-3.7017807,Lamucca,steak_house,Calle de Fuencarral,95,28004,Madrid,+34 915 210 000,https://www.lamuccacompany.com/lamucca-de-fuencarral/,Mo-We 08:30-01:30; Th 08:30-02:00; Fr 08:30-02:30; Sa 10:00-02:30; Su 10:00-01:30,,,,
3052429741,node,40.4099599,-3.7102798,Xentes,regional,Calle del Humilladero,13,28005,Madrid,+34 91 366 42 66,http://www.restaurante-gallego-madrid.com/,,,,,no
3064836845,node,40.4075499,-3.6917121,Xamarkanda,,,,,,,,,,,,
3076682055,node,40.4203213,-3.6955673,Raza,,Calle del Barquillo,8,28004,Madrid,,,,,,,limited
3097803923,node,40.4117258,-3.7146334,El Tormo,regional,Travesía de las Vistillas,13,28005,Madrid,,,,,,,
3105315575,node,40.4251727,-3.7039714,El Balcón de Malasaña,,Plaza del Rastrillo,1,28004,Madrid,+34 616 30 55 18,,,,,,no
3126097602,node,40.420977,-3.7040369,Public,,Calle del Desengaño,11,28004,Madrid,,,,,,,
3131330059,node,40.4266821,-3.707871,Fina Catalina,spanish,Calle de la Palma,63,28015,Madrid,+34 650 73 36 48,http://finacatalina.com/,,no,,,
3146565105,node,40.4255385,-3.7153062,Taberna Úbeda,regional,Calle Luisa Fernanda,16,28008,Madrid,+34 622 71 26 99,,,,,,
3150467673,node,40.4142521,-3.7021784,Restaurante Ginger,,Plaza del Ángel,12,28012,Madrid,+34 913691059,https://teste.pt/,,,,,yes
3150475724,node,40.4074166,-3.6957563,Restaurante Reina Sofía,,Calle de Argumosa,43,28012,Madrid,+34 914 67 02 02,,,,,,yes
3150984148,node,40.4146092,-3.7067543,Metro Bistro - Plaza Mayor,,,,,,+34 913 66 33 19,,,,,,yes
3160956719,node,40.4218315,-3.6984451,Izakaya Han,japanese;korean,Calle de San Bartolomé,10,28004,Madrid,,,,,,,limited
3160967160,node,40.4212992,-3.6982921,Som Thai,thai,Calle de San Marcos,26,28004,Madrid,+34 605 84 22 96,,,,,,
3161265203,node,40.4226551,-3.6959354,Restaurante el Cisne Azul,,Calle de Gravina,27,28004,Madrid,+34 911129080,https://www.elcisneazul.com,,,,,
3163832700,node,40.4232062,-3.7011148,Lateral Fuencarral,,Calle de Fuencarral,43,28004,Madrid,+34 915 31 6877,https://www.lateral.com/,"Mo-Th 12:00-24:00; Fr-Su 00:00-02:00,12:00-24:00",,,,
3196589772,node,40.4269053,-3.698058,The Table,,Calle de la Beneficencia,,28004,Madrid,,http://thetableby.es/,,,,,
3203075994,node,40.4197262,-3.7063834,De María,argentinian,Calle Preciados,32,28013,Madrid,+34 915 211 603,https://www.demariarestaurante.es/,,,,,
